samples,eens_kwh,cvar_kwh,positive_scenarios
641,18.582032169977467,371.64064339954905,7
642,18.553088194634825,371.0617638926961,7
643,18.524234247209264,370.48468494418495,7
644,18.495469908316082,369.90939816632124,7
645,18.466794761171403,369.33589522342777,7
646,18.43820839157207,368.76416783144106,7
647,18.409710387875666,368.19420775751297,7
648,18.381300340980797,367.6260068196156,7
649,18.352977844307482,367.0595568861493,7
650,18.32474249377778,366.49484987555525,7
651,18.296593887796554,365.93187775593077,7
652,18.26853162723245,365.37063254464863,7
653,18.240555315399014,364.81110630797997,7
654,18.212664558036018,364.25329116072004,7
655,18.184858963290925,363.6971792658182,7
656,18.157138141700543,363.14276283401057,7
657,18.12950170617284,362.59003412345646,7
658,18.10194927196893,362.03898543937834,7
659,18.074480456685215,361.48960913370394,7
660,18.04709488023569,360.9418976047135,7
661,18.019792164834428,360.39584329668816,7
662,17.99257193497818,359.8514386995633,7
663,17.965433817429194,359.3086763485836,7
664,17.938377441198128,358.7675488239622,7
665,17.91140243752715,358.2280487505427,7
666,17.88450843987321,357.6901687974638,7
667,17.85769508389139,357.15390167782743,7
668,17.830962007418496,356.61924014836967,7
669,17.804308850456735,356.08617700913436,7
670,17.77773525515755,355.55470510315064,7
671,21.080449344080147,421.60898688160245,8
672,21.049079627794313,420.9815925558858,8
673,21.017803135033844,420.35606270067655,8
674,20.986619450857237,419.7323890171443,8
675,20.955528162781892,419.1105632556375,8
676,20.924528860765943,418.4905772153184,8
677,20.89362113719022,417.87242274380395,8
678,20.86280458684038,417.2560917368072,8
679,20.832078806889218,416.6415761377839,8
680,20.801443396879087,416.0288679375813,8
681,20.77089795870452,415.41795917408996,8
682,20.740442096594983,414.8088419318992,8
683,20.710075417097773,414.20150834195505,8
