samples,EENS_kwh,CVaR95_kwh
212,20.412389937578613,408.2477987515723
213,20.316557120970263,406.33114241940535
214,20.221619938161993,404.43239876323986
215,20.127565891937984,402.5513178387597
216,20.034382716512344,400.6876543302469
217,19.94205837219662,398.8411674439324
218,19.850581040214063,397.0116208042814
219,19.75993911765601,395.19878235312024
220,19.670121212575754,393.4024242515152
221,19.581116139215684,391.6223227843137
222,19.492912913363362,389.8582582672673
223,19.405500747832583,388.11001495665175
224,19.318869048065473,386.37738096130954
225,19.23300740785185,384.66014815703704
226,19.14790560516224,382.95811210324484
227,19.06355359809104,381.27107196182084
228,18.97994152090643,379.59883041812867
229,18.897059680203782,377.9411936040757
230,18.814898551159416,376.29797102318844
231,18.733448773881673,374.66897547763347
232,18.65270114985632,373.0540229971264
233,18.572646638483544,371.45293276967095
234,18.51232906011396,370.24658120227923
235,18.433553191773047,368.67106383546104
236,18.355444915536722,367.1088983107345
237,18.277995780872008,365.5599156174402
238,18.201197479271706,364.0239495854342
239,18.12504184128312,362.5008368256625
240,18.04952083361111,360.99041667222224
241,17.97462655629322,359.49253112586445
242,17.9003512399449,358.00702479889804
243,17.8266872430727,356.53374486145407
244,17.75362704945355,355.07254098907106
245,17.681163265578228,353.62326531156464
246,17.60928861815718,352.18577236314366
247,17.53799595168691,350.7599190337382
248,17.467278226075265,349.3455645215054
249,17.39712851432396,347.9425702864793
250,17.327540000266666,346.5508000053334
251,17.25850597636122,345.1701195272245
252,17.33582671984127,346.71653439682535
253,17.26730566561265,345.34611331225295
254,17.199324147244095,343.98648294488186
255,17.1318758172549,342.63751634509805
256,17.06495442734375,341.299088546875
257,16.998553826459144,339.9710765291828
258,16.932667958914728,338.6533591782946
259,16.867290862548263,337.34581725096524
260,16.802416666923076,336.04833333846153
261,16.73803959157088,334.7607918314176
262,16.67415394427481,333.4830788854961
263,16.610754119391636,332.2150823878327
264,16.54783459621212,330.9566919242424
265,16.48538993735849,329.7077987471698
266,16.423414787218046,328.4682957443609
267,16.361903870411986,327.2380774082397
268,16.300851990298508,326.0170398059701
269,16.240254027509295,324.80508055018583
270,16.224364197777778,324.48728395555554
271,16.19989544907749,323.9979089815498
272,16.14033700992647,322.8067401985294
273,16.081214896336995,321.6242979267399
274,16.0225243310219,320.4504866204379
275,15.964260606181819,319.28521212363637
276,15.906419082246376,318.1283816449275
277,15.848995186642599,316.97990373285194
278,15.791984412589928,315.8396882517986
279,15.735382317921147,314.7076463584229
280,15.679184523928571,313.58369047857144
281,15.623386714234876,312.4677342846975
282,15.567984633687944,311.35969267375884
283,15.512974087279153,310.25948174558306
284,15.458350939084507,309.1670187816901
285,15.40411111122807,308.0822222245614
